Video_ID,Komentar,Jumlah_Suka,Judul_Video,Channel,Tanggal_Rilis,Panjang_Komentar,Jumlah_Kata,Kategori_Likes,Tanggal,Komentar_Bersih,Sentimen
PjeNsvCSmTY,ga kebayang diakhirat yang milih orang joget2 jadi presiden!!,3,PESTA BABI  Full Movie (Dokumenter) Bebas Iklan,Melanesia Movies ,2026-05-18 08:54:18+00:00,61,9,low,2026-05-18,kebayang diakhirat milih orang joget presiden,netral
PjeNsvCSmTY,Thank you ka,0,PESTA BABI  Full Movie (Dokumenter) Bebas Iklan,Melanesia Movies ,2026-05-18 08:54:18+00:00,12,3,none,2026-05-18,thank you,netral
PjeNsvCSmTY,mengerikan......hampir setengah abad harta dalam tanah papua digerus...dan skarang harta di atas papua pun dijarah...semua atas nama masyarakat indonesia...akan tetapi apa timbal balik untuk masyarkat papua....?????????? berapa banyak keluarga oligarki bertambah kaya dari proyek2 ini...????? mengerikan.,0,PESTA BABI  Full Movie (Dokumenter) Bebas Iklan,Melanesia Movies ,2026-05-18 08:54:18+00:00,304,36,none,2026-05-18,mengerikan abad harta tanah papua digerus skarang harta papua dijarah nama masyarakat indonesia timbal masyarkat papua keluarga oligarki bertambah proyek mengerikan,netral
PjeNsvCSmTY,Mohon film ini diterjemahkan dalam pelbagai bahasa dan dikirim ke PBB atau utusan PBB di New York.,4,PESTA BABI  Full Movie (Dokumenter) Bebas Iklan,Melanesia Movies ,2026-05-18 08:54:18+00:00,98,17,low,2026-05-18,mohon film diterjemahkan pelbagai bahasa dikirim pbb utusan pbb new york,netral
PjeNsvCSmTY,Militer dipakai Preman,0,PESTA BABI  Full Movie (Dokumenter) Bebas Iklan,Melanesia Movies ,2026-05-18 08:54:18+00:00,22,3,none,2026-05-18,militer dipakai preman,netral
PjeNsvCSmTY,Prabowo takut Preman,1,PESTA BABI  Full Movie (Dokumenter) Bebas Iklan,Melanesia Movies ,2026-05-18 08:54:18+00:00,20,3,low,2026-05-18,prabowo takut preman,negatif
PjeNsvCSmTY,"matahari bisa jadi energi, angin bisa jadi energi, air bisa jadi energi, pasang surut bisa jadi energi. Dunia menuju energi hijau malah Indonesia baru menggunakan energi fosil. mundur ke jaman batu",0,PESTA BABI  Full Movie (Dokumenter) Bebas Iklan,Melanesia Movies ,2026-05-18 08:54:18+00:00,197,31,none,2026-05-18,matahari energi angin energi air energi pasang surut energi dunia energi hijau indonesia energi fosil mundur jaman batu,netral
PjeNsvCSmTY,isam perusak hutan,0,PESTA BABI  Full Movie (Dokumenter) Bebas Iklan,Melanesia Movies ,2026-05-18 08:54:18+00:00,18,3,none,2026-05-18,isam perusak hutan,netral
PjeNsvCSmTY,Hancurkan Isam dan antek2nya .,2,PESTA BABI  Full Movie (Dokumenter) Bebas Iklan,Melanesia Movies ,2026-05-18 08:54:18+00:00,30,5,low,2026-05-18,hancurkan isam antek,netral
PjeNsvCSmTY,jossversihd,0,PESTA BABI  Full Movie (Dokumenter) Bebas Iklan,Melanesia Movies ,2026-05-18 08:54:18+00:00,11,1,none,2026-05-18,jossversihd,netral
PjeNsvCSmTY,Papua bukan tanah kosong.💪🏾,1,PESTA BABI  Full Movie (Dokumenter) Bebas Iklan,Melanesia Movies ,2026-05-18 08:54:18+00:00,27,4,low,2026-05-18,papua tanah kosong,netral
lslu0_8OynQ,"Jika anda ingin melihat daerah miskin di Indonesia yang penduduknya masih terkena penyakit Malaria, kaki Gajah dan TBC, Kudisan, coba pergi ke papua selatan pedalaman, suku Awuy di sungai Mapi, suku Mandobo di sungai Digoel dan suku Muyu di mindiptana dan waropko atau kombut. Saya pernah kesana",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,295,47,none,2026-05-16,daerah miskin indonesia penduduknya terkena penyakit malaria kaki gajah tbc kudisan coba pergi papua selatan pedalaman suku awuy sungai mapi suku mandobo sungai digoel suku muyu mindiptana waropko kombut kesana,netral
lslu0_8OynQ,Jokowi pernah di hukum oleh PTUN karena pemblokiran internet di papua,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,69,11,none,2026-05-16,jokowi hukum ptun pemblokiran internet papua,netral
lslu0_8OynQ,"Gak tahu mau komen apa
Up aja dech",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,34,8,none,2026-05-16,komen dech,netral
lslu0_8OynQ,"Bang penelusuran tempo ke food estate gak di lanjutkah?
Cak gung cak gung..
Saya nungguin kelanjutan nya",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,104,17,none,2026-05-16,penelusuran tempo food estate lanjutkah cak gung cak gung nungguin kelanjutan,netral
lslu0_8OynQ,Mirisssss,1,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,9,1,low,2026-05-16,mirisssss,netral
lslu0_8OynQ,"Sangat bagus, saya sangat mendukung",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,35,5,none,2026-05-16,bagus mendukung,positif
lslu0_8OynQ,"Aneh"" aja film judulnya sdh tahu lndo mayoritas lslam judul film",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,64,11,none,2026-05-16,aneh film judulnya sdh lndo mayoritas lslam judul film,netral
lslu0_8OynQ,Semangat Mas Dandhy  Dwi Laksono 🔥🙏🔥🙏♿🇮🇩,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,40,6,none,2026-05-16,semangat mas dandhy dwi laksono,positif
lslu0_8OynQ,"Ini tolong pesta babi di up di netflix, biar seluruh orang didunia tau",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,70,13,none,2026-05-16,netflix biar orang didunia tau,netral
lslu0_8OynQ,"SEJATINYA NEGARA INI RUSAK DIKARENAKAN PRAKTEK KORUPSI - KOLUSI - NEPOTISME YANG SUDAH MEMBUDIDAYA DIANTARA SOSIAL KELAS BAWAH SAMPAI KELAS ATAS.

NAJIS BANGET SUMPAH LIAT NEGARA INI, SISTEM PEMERINTAHAN NYA JUGA TIDAK ADA NIATAN PERBAIKAN SAMA SEKALI. 🤧🤮",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,255,38,none,2026-05-16,sejatinya negara rusak praktek korupsi kolusi nepotisme membudidaya sosial kelas kelas najis sumpah liat negara sistem pemerintahan niatan perbaikan,negatif
lslu0_8OynQ,"11:49 aku yg belum nonton aja tau kemana arah nya ini judul pesta babi, pejabat yg ""supposed to be"" orang terbaik sebagai pemimpin malah gak paham hal sejelas ini",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,162,29,none,2026-05-16,nonton tau arah judul pejabat supposed orang terbaik pemimpin paham sejelas,positif
lslu0_8OynQ,Tudingan di berikan dana oleh asing? Lah pejabat? presiden? bukannya udah deket banget tuh sama asing,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,101,16,none,2026-05-16,tudingan dana asing pejabat presiden deket asing,netral
lslu0_8OynQ,Biarin saja kemarin ok gas ok gas habis beras makan gas,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,55,11,none,2026-05-16,biarin kemarin gas gas habis beras makan gas,netral
lslu0_8OynQ,Film konyol. dana trilyunan yg dibagi dari pusat dan dari freeport dikorupsi oleh pejabat2 papua sendiri. Fakta. KKB membunuh sodara2 mereka sesama papua. Itu yg seharusnya difilmkan,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,182,27,none,2026-05-16,film konyol dana trilyunan dibagi pusat freeport dikorupsi pejabat papua fakta kkb membunuh sodara papua difilmkan,negatif
lslu0_8OynQ,Mental Bang Dandhy ini keren bgt 😌 ga gentar head to head sama Haji Is4m,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,72,15,none,2026-05-16,mental dandhy keren gentar head head haji,netral
lslu0_8OynQ,TEMPO tulis dong HUKUM INDONESIA TIDAK ADIL. Bukti ada Chaplin dan pa Tua Amien Rais kebal hukum. Atau tulis Din Syamsudin itu KORUPSI. Biar Din yang membuktikan. Tuduh aja seenaknya. Biar si tertuduh yang membuktikan....,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,221,35,none,2026-05-16,tempo tulis hukum indonesia adil bukti chaplin tua amien rais kebal hukum tulis din syamsudin korupsi biar din membuktikan tuduh biar tertuduh membuktikan,netral
lslu0_8OynQ,"Di Indonesia hanya menekan ,sedangkan Singapura ada LSM New Naratif terbukti ada suplai Dana dari Yayasan George Soros langsung di Usir .Karena Singapura tidak mau kebijakan Nasionalnya di Intervensi oleh kepentingan luar . Dan sekarang LSM New Naratif berdiri di Malaysia dan Aktif mengirim Data Negatif berkaitan Isu Indonesia , ada 27 LSM Malaysia yang disinyalir dananya dari Yayasan SOROS 🎉😮",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,396,61,none,2026-05-16,indonesia menekan singapura lsm new naratif terbukti suplai dana yayasan george soros langsung usir singapura kebijakan nasionalnya intervensi kepentingan lsm new naratif berdiri malaysia aktif mengirim data negatif berkaitan isu indonesia lsm malaysia disinyalir dananya yayasan soros,netral
lslu0_8OynQ,Bergerak dan lawan,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,18,3,none,2026-05-16,bergerak lawan,netral
lslu0_8OynQ,"di makassar udah mau nobar film ini di event di fort rotterdarm, ujung ujungnya h- sekian, batal wkwkwk",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,103,18,none,2026-05-16,makassar nobar film event fort rotterdarm ujung ujungnya sekian batal,netral
lslu0_8OynQ,"Martyria, salib merah , ada korban, banyak pengorbanan, kesakitan rakyat Papua dari 1961",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,88,13,none,2026-05-16,martyria salib merah korban pengorbanan kesakitan rakyat papua,netral
lslu0_8OynQ,Tidak mengheran kan Papua merasa bukan Indonesia dan mereka mau ....... dari Indonesia. Ini terjadi karena Indonesia gagal membuat Orang papua menjadi rakyat Indonesia,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,167,24,none,2026-05-16,mengheran papua indonesia indonesia indonesia gagal orang papua rakyat indonesia,negatif
lslu0_8OynQ,Suaranya mirip hilmar fahrid,1,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,28,4,low,2026-05-16,suaranya hilmar fahrid,netral
lslu0_8OynQ,"Pesta Babi, menurut saya punya 2 filosofi, pertama pesta babi bisa didefinisikan pesta adat makan babi, atau bisa didefinisikan bahwa ada 'babi' yang sedang berpesta",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,165,25,none,2026-05-16,filosofi didefinisikan adat makan didefinisikan berpesta,netral
lslu0_8OynQ,Kita hrus lbih care trhdap papua karna mreka sdra kita jg,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,57,11,none,2026-05-16,hrus lbih care trhdap papua karna mreka sdra,netral
lslu0_8OynQ,"Tapi secara psikologi aja, umumnya manusia semakin dilarang malah semakin penasaran. Soalnya di kepalanya bakal mikir ""Kenapa nonton film itu dilarang"", dan akhirnya malah sengaja ditonton.
(Itu sih pendapat gua)",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,212,30,none,2026-05-16,psikologi manusia dilarang penasaran kepalanya mikir nonton film dilarang sengaja ditonton pendapat gua,netral
lslu0_8OynQ,Film Pesta Babi berdampak pd realita kesenjangan lebar n dalam (jurag) antara pemerintsah dgn rakyat...,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,103,15,none,2026-05-16,film berdampak realita kesenjangan lebar jurag pemerintsah rakyat,netral
lslu0_8OynQ,Modus kalian sudah kebaca! Algoritmanya bekerja.bisnis propaganda kolaborasi LSM lokal dan jaringan internasional. Nggak perlu drama playing victims. Topeng topeng palsu kalian akan terbuka dan terpampang nyata.,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,211,27,none,2026-05-16,modus kebaca algoritmanya bisnis propaganda kolaborasi lsm lokal jaringan internasional drama playing victims topeng topeng palsu terbuka terpampang nyata,netral
lslu0_8OynQ,"Terima kasih Indonesia Baru, Greenpeace, Watch dogs yang telah bekerja keras melahirkan karya penting ini",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,105,15,none,2026-05-16,terima kasih indonesia greenpeace watch dogs keras melahirkan karya,netral
lslu0_8OynQ,"itu siapa dah yg nanyak lagi kenapa gk pake salib merah, kan ud djelasind  d awal kenapa gk pake itu karna lebih ke identitas, kok lagi d tanya, tumben tempo kek gini,",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,167,32,none,2026-05-16,dah nanyak pake salib merah djelasind pake karna identitas tumben tempo kek gini,netral
lslu0_8OynQ,"Astaghfirullah, sakit banget!! 
Semoga Allah segerakan pertolongan dan mudahkan urusan saudara² Papua.
Referendum ga mungkin, pada rakus SDA Papua yg masya Allah uwakeh poll. 
Deindustrialisasi, kirim mentahnya tok biar cepet cair ga peduli pendapatan rakyat dari mana. 
Negara² adikuasa ga mungkin ngedukung separatisme krn uda kerjasama ama dedengkot. 
Buku Animal Farm, Goerge Orwell dah ini. 
Melepaskan diri dari aturan manusia, dijajah lebih brutal ama kawanan babi.",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,472,66,none,2026-05-16,astaghfirullah sakit semoga allah segerakan pertolongan mudahkan urusan saudara papua referendum rakus sda papua masya allah uwakeh poll deindustrialisasi kirim mentahnya tok biar cepet cair peduli pendapatan rakyat negara adikuasa ngedukung separatisme krn uda kerjasama ama dedengkot buku animal farm goerge orwell dah melepaskan aturan manusia dijajah brutal ama kawanan,netral
lslu0_8OynQ,"mau ini memang di danai asing, tapi memang untuk memperlihatkan kekejaman yang dilakukan rezim terhadap saudara kita di papua ya why not. agar rakyat sadar kedepannya jangan asal pilih pemimpin. jadinya ya begini.",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,213,33,none,2026-05-16,danai asing kekejaman rezim saudara papua why not rakyat sadar kedepannya pilih pemimpin,netral
lslu0_8OynQ,Gua rasa PEOPLE POWER adalah jawabannya!!!!,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,43,6,none,2026-05-16,gua people power jawabannya,netral
lslu0_8OynQ,Pejabat2 rakus kongkalingkong dgn pengusaha hitam dgn modus investasi dan ketahanan energi prettt,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,97,13,none,2026-05-16,pejabat rakus kongkalingkong pengusaha hitam modus investasi ketahanan energi prettt,netral
lslu0_8OynQ,Itulah kenyataannya terus mau ngomong apa ??? Semua pemipin2 Kepala Daerah dari Gubernur sampe Bupati/Wali kota semua Putra Daerah Papua . Harus nya Rakyatnya lebih sejahtera,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,174,26,none,2026-05-16,kenyataannya ngomong pemipin kepala daerah gubernur sampe bupati wali kota putra daerah papua rakyatnya sejahtera,netral
lslu0_8OynQ,"Kan itu sudah disebutkan pada waktu masa berkabung bencana alam besar terjadi di Aceh Sumut dan Sumbar. Saat itu Prabowo berpidato di hari ulang tahun golkar dg statement yg sangat bertolak belakang dg apapun itu yg disebut kebaikan bahkan tak ada sedikitpun empati utk kemanusiaan dari mulut seorang presiden. Tak usah khawatir dg deforestasi, justru Prabowo akan menambah atau memperluas lahan sawit dg membuka hutan di Papua. Artinya, kemungkinan kegiatan ini sebetulnya sudah direncanakan jauh hari sebelum Prabowo menjadi seorang presiden.",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,544,81,none,2026-05-16,berkabung bencana alam aceh sumut sumbar prabowo berpidato ulang golkar statement bertolak apapun kebaikan sedikitpun empati utk kemanusiaan mulut presiden khawatir deforestasi prabowo menambah memperluas lahan sawit membuka hutan papua kegiatan direncanakan prabowo presiden,netral
lslu0_8OynQ,Belum   bisa  lihat  PESTA  BABI,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,32,5,none,2026-05-16,lihat,netral
lslu0_8OynQ,Papua  tanah yang  bgtu kaya SDA nya  tp rakyat nya  msh jauh dr makmur. Gambaran Indonesia  secara keseluruhan. Bgmna  pemegang kekuasaan  mengelola negara ini.,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,161,24,none,2026-05-16,papua tanah bgtu sda rakyat msh makmur gambaran indonesia bgmna pemegang kekuasaan mengelola negara,netral
lslu0_8OynQ,"Dulu waktu kecil, setiap melihat berita tentang GAM dan OPM selalu bertanya2 kenapa ingin pisah? Apakah terlalu jauh dri pusat ibu kota? YA ALLAH, JAWABAN NYA TIDAK SESIMPLE ITU. TERNYATA PEMERINTAH, ORG2 BERKUASA YG PUNYA MODAL ITU MENJAJAH ACEH DAN PAPUA, begitu keji nya. Astagfirullah, ya allah jaga saudara2 ku di Aceh dan Papua 😢😢",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,336,55,none,2026-05-16,berita gam opm pisah dri pusat kota allah sesimple pemerintah org berkuasa modal menjajah aceh papua keji astagfirullah allah jaga saudara aceh papua,netral
lslu0_8OynQ,avatar melawan manusia langit,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,29,4,none,2026-05-16,avatar melawan manusia langit,netral
lslu0_8OynQ,Panjang umur perjuangan!!!!!,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,28,3,none,2026-05-16,umur perjuangan,netral
lslu0_8OynQ,GOAT dandhy sang gelandang pengatur perpolitikan 😂,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,50,7,none,2026-05-16,goat dandhy sang gelandang pengatur perpolitikan,netral
lslu0_8OynQ,Harus diam diam pasang CCTV di hutan Papua 10 tahun baru di pubikasikan,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,71,13,none,2026-05-16,diam diam pasang cctv hutan papua pubikasikan,netral
lslu0_8OynQ,Gila effort 4th konsisten dn hasilnya dijegal dmn2,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,50,8,none,2026-05-16,gila effort konsisten hasilnya dijegal dmn,netral
lslu0_8OynQ,Mba ica lama ga keliatan 😢 kemana kah?,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,38,8,none,2026-05-16,mba ica keliatan,netral
lslu0_8OynQ,"papua itu kaya, bayangkan mancing ikan pakai pancing biasa saja hasilnya sangat banyak, pempuslah dan pengusaha serakah yang bikin miskin",1,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,137,20,low,2026-05-16,papua bayangkan mancing ikan pakai pancing hasilnya pempuslah pengusaha serakah bikin miskin,netral
