id,username,komentar,country,rate,waktu
da373259-5135-4625-b3a1-8196e71b9b5b,Julian Julian,🤤,ID,5,2026-05-24 12:45:20
24591494-fd0e-47ea-89b5-154e9aba2929,Agus Sinyo,good,ID,4,2026-05-24 12:29:34
1e5797f0-b4fe-4d73-aa52-6abeb0a4b8c5,Reinhard Joshua,bagus,ID,5,2026-05-24 10:58:38
c8b8e33a-0f1c-4c1b-830e-c1860153f632,Aam Suprihatini,sebernernya sih mirip di google ya tapi download aja sekali2 gabut:)),ID,5,2026-05-24 09:34:41
c19cccd2-1489-45b0-b5ba-31d8beb33396,Isamu Jiro x SoL,hebatt keren kali aja nnti nambah fitur baru,ID,5,2026-05-24 06:55:59
45d2ae93-ca78-442e-8f87-092612554c87,Muhariel Antepa,apknya sangat bagus.. namus sayangnya harus berbayar,ID,5,2026-05-24 06:41:52
bc7e93a9-2237-4e2b-a57d-3788a1bb95f1,nayaramaiza An nufus,susahain ini,ID,1,2026-05-24 05:41:58
5d5c5163-1b96-4381-80de-f97d6d9be961,Purwandi 1447,goodgim,ID,5,2026-05-23 21:24:01
bb214970-a400-40cf-b2a6-780aa906f1b1,Muhammad Mulki,good game,ID,5,2026-05-23 21:08:03
5da2a0b6-ae81-4bee-adc2-a592e27988ab,Deni Hasanudin,min tambahin 2 menit tapi tanpa tambahan 1 detik,ID,5,2026-05-23 20:43:14
716e2922-12ae-4ad2-bd2e-104ae73cb351,Berlina Hutahaean,gemnya bagus kalau kalah bisa dipelajari tapi kalau menang dapat kebanggan saat pecatur jadi pintar,ID,5,2026-05-23 20:07:05
c1b1154c-cb96-4221-ace9-3d8e49e5fcc0,Jaki kamerkay,saya belajar banyak hal dari sini,ID,5,2026-05-23 16:59:22
259d1783-b33b-4910-8599-3e78657b79e5,Ardian Nurhikmat,👍👍👍👍👍👍👍👍👍👍,ID,5,2026-05-23 16:43:54
56f0ffcc-b6c0-4406-9773-06cd681e7897,mbul caca29,Chesscom telah membantu saya untuk memahami dasar-dasar permainan catur. dan juga melatih kemampuan kognitif saya.,ID,5,2026-05-23 16:29:32
27330ed3-6b20-41cb-99b3-2c7765234f45,Join Bae,oke mantap,ID,5,2026-05-23 16:25:31
0d3ad810-e941-4c6f-a76e-24faff26f0f0,Unit Lab dan TI Sulut,has a good facilitas,ID,5,2026-05-23 15:55:43
9ee999e1-51d3-48c7-b132-b2c473fdb52b,Rahmat Ridwan,"banyak bug nya, masa main jalan sendiri",ID,5,2026-05-23 14:59:16
abf8ecb9-b87a-44a3-bb33-a20a7038a0d3,Naufal Ibrahim,game yang bermanfaat,ID,5,2026-05-23 14:53:21
fb750655-6e46-45bd-8e1a-af0d40bc0c4f,Rayyandra Bimo,oke,ID,5,2026-05-23 14:21:25
5f8901bc-a40c-47f9-98a1-2ba0e88e99b6,Channel ghifar,keren,ID,4,2026-05-23 11:08:38
ae640215-126e-4559-a6db-c174bb59ce72,Rizki Fajar Abidin,🤝,ID,5,2026-05-23 11:01:00
15736695-a44a-4e72-aaab-f21733abf7af,Abin Abin,saya sangat suka bermain menggunakan aplikasi ini,ID,5,2026-05-23 10:00:59
c1d19c62-78aa-4763-8e65-676c99faa1a7,Bocek Nst,mohon fitur hapus pesan atau chat massage nya ditambah.,ID,5,2026-05-23 07:56:07
49c464f3-8525-4b32-b7f1-787be6f990a6,Belline Sucipto,"it likes to make me come back by using some weird words:( i hate it, Sorry.",ID,2,2026-05-23 07:18:53
9460db4f-ebf4-4995-af45-1071801001c1,Zacky Qriwoll,sepintar apapun jika aplikasi tidak premium (gratis) anda akan tetap di level bawah atau sulit menaikan LO.,ID,1,2026-05-23 07:12:26
c9b962f2-ab32-4d5a-b879-a77350e01093,Kadek Ryan Dwi Syahputra,cihuyyy,ID,5,2026-05-23 05:20:28
4bf79c58-abd5-4f7d-ac6c-2eb98b3568f3,On retail,"game bodoh dan aku juga bodoh kenapa aku harus instal game ini lagi, pencarian match yang sangat tidak masuk akal, bagaimana bisa aku selalu lose streak tiap jam 10 malam keatas? aku bukan pemabuk aku bisa tau bagaimana aku bisa jalan? atau selama ini aku selalu melawan cheater? bagaimana bisa mereka tau letak dan kapan dan dimana aku mau melangkah? aku tidak akan mau main game ini lagi selamanya, demi Tuhan!",ID,1,2026-05-22 22:29:21
678ec4ad-8ff9-45fd-ae44-6289e42ebc7f,Golden Gamer,"Mantap Nih, Gara Gara Ni Game Jadi Jago Aku Main Caturnya",ID,5,2026-05-22 22:07:07
60409389-9d31-47bd-a083-041a2073382b,Anjali Dafa,its chess. Do i gotta say it again?,ID,5,2026-05-22 20:50:02
787ccc19-6aa0-47a7-b065-468f07f531fc,Jangan hilang Ya,keren,ID,5,2026-05-22 19:56:26
74ba6e50-3a17-4f67-9a66-5586ede5d8b5,Dhavi Keenan Alfathir,Best chess game,ID,5,2026-05-22 19:45:56
1543f82d-50ab-4e0e-abac-564bef0dff20,Sahil Idi,mantap,ID,3,2026-05-22 19:39:24
795243b5-ab59-4e77-afd4-bb50104f5bc4,Dedy Novansyah,ngebuat gw cukup ngerti catur,ID,5,2026-05-22 19:29:47
ae82d750-8e15-4056-8c31-1c0e81b98c11,Hanan Santoso,oke....waktu tak berubah tak di curangi dengan waktu kaaann,ID,5,2026-05-22 18:40:39
1caacce3-fd78-4a27-a40a-22f580f4ffe6,BANG IPUL,game catur terbaik,ID,5,2026-05-22 18:35:32
51025dff-9840-47d7-98d6-b22857270255,Ibra Muvid,fun,ID,5,2026-05-22 17:43:58
9281eb92-b112-422f-b7bd-7f6ffd14b0d1,Rsctrial,nice feathures an game,ID,5,2026-05-22 16:09:10
0a571136-8010-46c6-9216-c89b70ca0926,suharyantipujiono26,sipp buat waktu senggang,ID,5,2026-05-22 15:43:31
17a0d240-4c2a-435d-8ffb-00f779cc4050,Abarham Zacky,menurut saya game ini mengasah otak tapi kekurangan game ini adalah banyaknya bug tapi masih game yang saya rekomendasikan kok!,ID,4,2026-05-22 15:01:53
a0f2c375-2262-4652-b68c-e790f7694519,Clash Ofclans,nice,ID,5,2026-05-22 14:48:49
0f13f544-96d7-40a7-bacf-1505bc76e44c,Sahril herdian,ok,ID,5,2026-05-22 13:57:14
7b32e72a-612a-481f-a520-ea4ef0fce6a5,Andrika pasama,good apk,ID,5,2026-05-22 13:47:49
32075be1-348d-45ef-8d83-7ed03f105758,Hara NewKid,mantappp,ID,5,2026-05-22 12:18:03
532cf8b3-e30c-4cb9-8088-684ab6275ae2,Ibra rizky Fatallah,saya sangat sedih melihat gambar game nya aku menangis karena aku sedih kamu aku tinggal yaudah deh aku download 🥹🥹😭😭,ID,5,2026-05-22 11:27:18
20872bd6-c8c5-45a8-ab20-58fff69823bd,Marcell Marsha,muantap...,ID,5,2026-05-22 10:17:20
f09b6373-5c6c-4129-8158-c7ac31a9a5a6,Nurul Jannah,permainan ini cukup bagus dan sangat berpengaruh buat saya. beberapa bulan lalu saya tidak main catur online Dan hanya main Teka teki Dan tepat hari ini saya kembali bermain online yang 1 menit. masalahnya di sini saat saya main harus pencet tombol centang di bawah agar pasti apakah ingin menjalankan bidak itu atau bukan. itu cukup mengganggu. jadi saya tidak paham apakah saya yang Salah setel pengaturan atau memang Dari sana nya.mohon beritahu saya cara kembaliin kayak semula gimana😭😭🙏,ID,5,2026-05-22 09:03:55
a870be27-d9de-43f2-9a6d-bfc114b12f0c,yudi prastya,"permainan catur ini sangat bagus, tapi sayangnya ada kecurangan poin, di saat saya menang skakmat cuma dapet poin +8, tetapi saat musuh menang karena waktu habis dapat point +23 padahal permainan imbang",ID,5,2026-05-22 08:51:35
e2d22407-31bf-4721-bf94-772fdf7f8cab,Mario Mazio,game ini bisa mengajak main teman kita dan saya sangat suka catur,ID,5,2026-05-22 08:15:13
803db76f-b29a-488b-827f-a1032f102284,Lubab Segaf,mantap la,ID,5,2026-05-22 07:57:27
1e38293b-6287-4d32-aedd-b9d65bae6145,Aril Nurrohim,elo gw turun mulu hahaha tapi seru,ID,5,2026-05-22 07:47:09
7242b9e5-30cc-4c9e-bdcf-c9fbe5d5a1a5,CaisserAsyraf Zabran,"Ini adalah game catur yang luar biasa, saya jadi suka catur karena game ini dan juga game ini yang mengajariku untuk berpikir 2 kali sebelum bertindak, intinya banyak sekalilah manfaat dari game ini, terimakasih untuk developer gamenya, saya senang sekali, semoga bisa berkembang lebih besar lagi",ID,5,2026-05-22 05:10:50
fc4c61c3-6d57-4ceb-83f5-38cb1c46a4a3,Putra Ramadhan,game ini sangat bagus untuk anak-anak maupun orang dewasa karena untuk melatih strategi ataupun psikologi,ID,5,2026-05-21 20:41:40
126276e6-04c4-4354-96e8-893521744a61,Muhamad Wildan,keren,ID,5,2026-05-21 20:10:58
ba8a594a-59df-4f47-be04-88f500ede924,Abyakta hanif,"aku suka aplikasi ini karna aku bisa belajar catur tetapi sayangnya kalau ingin mendapat banyak fitur seperti menganalisa permainan harus bayar,ingin melanjutkan teka teki nya bayar, bahkan hanya untuk belajar caturnya harus berbayar juga. aku jadi sangat terbatas untuk belajar catur, aku kalau langsung melawan player juga aku kalah terus karna pengetahuanku tentang catur belum banyak dan ini membuat aku sulit berkembang. mohon developer untuk melihat ulasan saya 🙏",ID,3,2026-05-21 19:14:38
253daa1c-3428-44f5-b201-7449091674d1,Freddy Jordan,permainan yg menarik,ID,5,2026-05-21 19:08:41
12cc9675-3c32-411f-a66c-4b0b2f064b6f,Jasmer silaban,mantap okee,ID,5,2026-05-21 18:12:09
7d6aa824-36ca-4c6f-bf83-a9a3e9433511,Farhan Khoirul Amin,"well,",ID,5,2026-05-21 12:24:51
304564a1-954c-4e07-b765-bd344a2c4e7e,Uky 5727,"selalu bikin emosi bukan karena kalah tapi lebih sering di kasih hitam bukan putih., bisa putih sekali terus di kasih bidak hitam 4 kali baru putih lagi., sudah uninstall terus instal lagi tetep aja kaya di haruskan selalu pake hitam hitam dan hitam.,",ID,5,2026-05-21 09:12:36
8eff9f6a-7943-4baf-ac06-0391761fd675,Ahmad al-habsy Putra rambang,okelah,ID,5,2026-05-21 06:21:29
7a588def-41cc-4b6f-a79f-a3b9dcb1e06b,Afriza fadila,"GUA NGASI BINTANG CUMA GARA GARA DIGANGGU TERUS SAMA IKLANNYA YA, tp gamenya bgs jg si",ID,5,2026-05-21 00:43:29
c4da3b95-9517-4ccb-bde1-7a8bb1f3fee0,Al Bzar,mengasah otak untuk lebih fokus ke satu hal,ID,5,2026-05-20 22:23:38
f70b9679-3484-4a9e-aa26-5e11ea24b8e0,Asep Theq,bot nya ga mau remis²,ID,3,2026-05-20 21:00:16
fa0338bf-1c82-4836-bf3f-bf5cffbcfb85,Zikri Ganteng,Download lama,ID,1,2026-05-20 20:46:56
a20b1ee6-52a7-42d9-8591-6fe2ee6bd12a,Moh Akbar,terbaik,ID,5,2026-05-20 20:18:18
ef648a3e-29c8-4be5-8452-5002c1233f59,Alfin Ardiansyah,mana brilliantnya jing,ID,5,2026-05-20 19:53:54
570cd34a-48a4-4193-aaba-7c39374b6650,septi yulis,bagus bisa mengasah iq,ID,5,2026-05-20 19:25:26
ad5f7858-9666-4353-9f0f-f153617bad52,zuherman -,"everytime after game is finished, I Should have waiting so long for new opponent . should close the app and back again .always like that .so waiting time.",ID,3,2026-05-20 19:16:36
1b23d6df-b36e-4787-a5a3-235c12980cb2,JAlu,good job,ID,5,2026-05-20 19:03:27
0d2fd5bf-e612-401b-a436-1c76632815fc,Sandy Petrus,"game ini yang buat aku sering main catur!, seru dah pokoknya. saat aku main gaada kendala apa apa sih. pokoknya ini game catur bagus banget gak bosen gw main ini!",ID,5,2026-05-20 18:31:42
39658e6e-6642-4571-aad9-0194ee7cf78c,Riyan Santoso,cocok untuk mau main catur,ID,5,2026-05-20 18:21:56
326cb61b-9718-49f1-afc4-be770bf0e862,Afka Ananta,👍,ID,5,2026-05-20 18:20:23
3401708d-c452-4069-a44b-be8b9a833ebf,Putu Devendra,i beat Hikaru Nakamura,ID,5,2026-05-20 18:11:14
f1bc3a9d-aa1e-471a-a9e2-b05681cd56bb,Setyo Purwokerto,saat bermain saya tidak mengalami bug sama sekali dan game ini juga melatih strategi kepintaran dan lainya dan game nya sangat bagus dan saya juga suka bermain catur dan ada pion benteng kuda gajah menteri dan raja,ID,5,2026-05-20 17:33:01
b80441c2-14a7-466b-bcb2-d0e50ad2c16b,Qarra Muazham,"sangat seru, namun bot nya sangat pro dan dengan mudah mengalahkan saya karena saya baru bermain catur",ID,4,2026-05-20 16:57:51
b1ecafbc-7032-4d65-8f6b-04e3222245fc,Zuuvx ?,"sialan, aku di tawarin gratis paket keanggotaan diamond malah di suruh bayar beneran pas langganan nya habis, kebayar otomatis, tidak bisa di batalkan juga langganan nya, sudah ku cari di play store langganan yg aktif tapi tidak ada aplikasi ini muncul, jadi uang saya di ambil setiap minggu 98.790 rupiah, dan itu sudah 3 kali totalnya 296.370 rupiah, dan sudah ku coba minta refund tetapi tidak bisa. duit yg harus nya saya pakai buat makan dan kebutuhan lain nya malah hilang. saya meminta refund",ID,1,2026-05-20 15:06:25
d7e045f1-0c76-4f30-b00a-de77767a846c,Arik Nonik,"Menuju GM, ini bagus",ID,5,2026-05-20 14:49:19
feb17574-fa5f-44b7-8746-ae35b99ddf10,Ardi Prayoga,mohon secepatnya ban ban yang menggunakan engine 🙏,ID,4,2026-05-20 14:47:52
bbf9d5d2-fa1c-4065-8c14-e662c6eda3b5,jugia wahab,Bro sometimes when i start i can not moves for ten second after that I just see i lost plss fix this and there so many hacker sometimes the hacker accurate is 97 or 99 percentage,ID,1,2026-05-20 14:16:58
e96eb3b2-d79b-4ecb-b437-c52b2244b18a,Nurcholis (Nur),Sorry. Aplikasi anda kena imbasnya.,ID,5,2026-05-20 11:53:25
4baca53c-a339-4785-94ce-21d766a35940,Omi Kurniyati,"jadi keinget dulu pas main catur sama temen ku😭😭😭,kangen banget",ID,5,2026-05-20 11:49:45
3758d5b4-8361-4ead-8d11-cde935d63918,Perdikal Fram,"Player-nya rame 24 jam, jadi gak bakal susah cari lawan. Fitur analisisnya juga nampol, bisa tau blunder lu di mana. Minusnya ada iklan di versi gratis, tapi masih oke lah.",ID,5,2026-05-20 10:56:07
6a4dd501-d6c1-445d-9474-27f880abb2a6,Eggy,"game ga jelas, tiba-tibareconect pas posisi win telak padahal jaringan stabil",ID,1,2026-05-20 10:26:55
bd602def-f47a-4f39-9feb-d36285b72582,richie Angelo,I can easily learn Chess with this App Chess!,ID,5,2026-05-20 09:27:34
88231109-f7b9-4cf0-9005-3e8e8807177c,Putu Devan,keren tapi ya gitu lah,ID,5,2026-05-19 22:04:28
1680f0a5-efa9-4ff0-82f0-aee1fafa7c73,Deny Taufik,good game,ID,5,2026-05-19 21:18:40
f0eb5c0d-1a5e-4725-9d21-10b22c3b0cf6,Rendy Ariyan Tama,cool,ID,5,2026-05-19 19:47:34
0d6a3def-de39-4cde-9097-f891dc0b5922,I Putu Suryadinata,bagus santai 😀,ID,4,2026-05-19 18:52:44
ff25730c-c72f-4507-b15a-3fc8222141be,Deni Arifin,game nya bagus untuk seseorang yg ingin mulai belajar bermain chess,ID,5,2026-05-19 18:29:18
d5bfa51d-5b2a-4dcd-a6e9-be94262f82fa,Muhammad Sobikh,"sangat tidak mengenakkan jika kalah karena ngebug dan ini sering terjadi, tolong stabilkan jaringannya",ID,3,2026-05-19 18:16:09
9d46857a-1f5a-4a35-931c-12acb5c5b9dc,Thoriq Abdul Aziz,Sangat mengasah otak,ID,5,2026-05-19 16:03:57
32f19d37-76bc-4920-a3ec-ded337303079,Putra Pratama,"mantap banget buat pemula,menengah,menengah atas,kreator pun main sampe gelar gm pun main",ID,5,2026-05-19 12:43:43
